Location,Department-2018,Municipality-2018,Total 2018,Housing units 2018,Households 2018,People 2018,Total 2005,Households 2005,var_pop,var_households,household/housing ratio,location,point,latitude,longitude,altitude
"Cartago, Valle del Cauca",Valle del Cauca,Cartago,135729,45065,40753,118803,121741,34523.0,0.008401590259264458,0.012843601723556919,0.9043159880173083,"Cartago, Norte, Valle del Cauca, Pacífica, Colombia","(4.7465494, -75.9121234, 0.0)",4.7465494,-75.9121234,0.0
"Dagua, Valle del Cauca",Valle del Cauca,Dagua,48443,21504,14231,39665,34310,9701.0,0.02688987120574482,0.029915169649623152,0.6617838541666666,"Dagua, Sur, Valle del Cauca, Pacífica, Colombia","(3.65186675, -76.72286276014654, 0.0)",3.65186675,-76.72286276014654,0.0
"El Águila, Valle del Cauca",Valle del Cauca,El Águila,8909,3607,2472,7393,9224,2385.0,-0.0026692604972798906,0.0027598332901470624,0.6853340726365401,"El Águila, Norte, Valle del Cauca, Pacífica, Colombia","(4.932237199999999, -76.05629656804291, 0.0)",4.932237199999999,-76.05629656804291,0.0
"El Cairo, Valle del Cauca",Valle del Cauca,El Cairo,6845,3262,2145,6179,9105,1924.0,-0.021707484470221416,0.008399169065191447,0.6575720416922134,"El Cairo, Norte, Valle del Cauca, Pacífica, Colombia","(4.7565964, -76.22668113279997, 0.0)",4.7565964,-76.22668113279997,0.0
"El Cerrito, Valle del Cauca",Valle del Cauca,El Cerrito,56470,19717,17648,53983,53244,13939.0,0.004535207024759735,0.018314286318298123,0.8950651721864381,"El Cerrito, Sur, Valle del Cauca, Pacífica, Colombia","(3.6866788, -76.3376309072589, 0.0)",3.6866788,-76.3376309072589,0.0
"El Dovio, Valle del Cauca",Valle del Cauca,El Dovio,8886,3349,2914,8513,9090,2459.0,-0.0017444692320930377,0.013145026479069344,0.8701104807405196,"El Dovio, Norte, Valle del Cauca, Pacífica, Colombia","(4.541472199999999, -76.30740306229501, 0.0)",4.541472199999999,-76.30740306229501,0.0
"Florida, Valle del Cauca",Valle del Cauca,Florida,57374,19006,17227,54207,54626,14018.0,0.003782619125500597,0.01598297537094573,0.906397979585394,"Florida, Sur, Valle del Cauca, Pacífica, Colombia","(3.30080485, -76.1905432829982, 0.0)",3.30080485,-76.1905432829982,0.0
"Ginebra, Valle del Cauca",Valle del Cauca,Ginebra,22741,7122,6570,19069,18808,5312.0,0.014713903167606679,0.016484034601130793,0.9224936815501263,"Ginebra, Sur, Valle del Cauca, Pacífica, Colombia","(3.7473806, -76.20118145519623, 0.0)",3.7473806,-76.20118145519623,0.0
"Guacarí, Valle del Cauca",Valle del Cauca,Guacarí,33191,10994,10266,30275,31055,8039.0,0.005129954064850617,0.018988239370657745,0.9337820629434237,"Guacarí, Centro, Valle del Cauca, Pacífica, Colombia","(3.77766465, -76.30175922041758, 0.0)",3.77766465,-76.30175922041758,0.0
"Jamundí, Valle del Cauca",Valle del Cauca,Jamundí,159877,55322,41733,131806,93556,24026.0,0.04208010232408199,0.04338841467774346,0.7543653519395539,"Jamundí, Sur, Valle del Cauca, Pacífica, Colombia","(3.2246641, -76.61887027339063, 0.0)",3.2246641,-76.61887027339063,0.0
"La Cumbre, Valle del Cauca",Valle del Cauca,La Cumbre,16316,8695,4752,12879,10822,3311.0,0.032085933491268426,0.02818332867769291,0.5465209890741806,"La Cumbre, Sur, Valle del Cauca, Pacífica, Colombia","(3.6962998000000002, -76.57848214434283, 0.0)",3.6962998000000002,-76.57848214434283,0.0
"La Unión, Valle del Cauca",Valle del Cauca,La Unión,33953,11588,10402,29388,31123,8482.0,0.006717083678189573,0.015820128064925276,0.8976527442181567,"La Unión, Norte, Valle del Cauca, Pacífica, Colombia","(4.537338, -76.10439338820098, 0.0)",4.537338,-76.10439338820098,0.0
"La Victoria, Valle del Cauca",Valle del Cauca,La Victoria,12174,4642,3997,11058,13722,3993.0,-0.009165267768150853,7.702232361328498e-05,0.8610512710038777,"La Victoria, Norte, Valle del Cauca, Pacífica, Colombia","(4.4829705, -75.97080550727907, 0.0)",4.4829705,-75.97080550727907,0.0
"Obando, Valle del Cauca",Valle del Cauca,Obando,12312,4327,3869,10970,14009,3465.0,-0.009883570493085747,0.008519427288689041,0.894152992835683,"Obando, Norte, Valle del Cauca, Pacífica, Colombia","(4.60044185, -75.942619198812, 0.0)",4.60044185,-75.942619198812,0.0
"Palmira, Valle del Cauca",Valle del Cauca,Palmira,349294,115355,105387,302642,278358,74940.0,0.017615345726824883,0.026573993440299537,0.9135884877118461,"Palmira, Sur, Valle del Cauca, Pacífica, Colombia","(3.5308373, -76.2988048, 0.0)",3.5308373,-76.2988048,0.0
"Pradera, Valle del Cauca",Valle del Cauca,Pradera,47615,14658,13780,43552,47755,11895.0,-0.00022581571830648794,0.011379655209132977,0.9401009687542639,"Pradera, Sur, Valle del Cauca, Pacífica, Colombia","(3.4217330500000003, -76.17437531217882, 0.0)",3.4217330500000003,-76.17437531217882,0.0
"Restrepo, Valle del Cauca",Valle del Cauca,Restrepo,15307,5316,4399,12816,13881,3880.0,0.007550612538782531,0.009703863847012162,0.8275018811136192,"Restrepo, Centro, Valle del Cauca, Pacífica, Colombia","(3.80814815, -76.52826209771274, 0.0)",3.80814815,-76.52826209771274,0.0
"Riofrío, Valle del Cauca",Valle del Cauca,Riofrío,15554,5648,5206,14045,15402,4092.0,0.0007557061063661052,0.01869396606206264,0.921742209631728,"Riofrío, Centro, Valle del Cauca, Pacífica, Colombia","(4.1069217, -76.3840268178222, 0.0)",4.1069217,-76.3840268178222,0.0
"Roldanillo, Valle del Cauca",Valle del Cauca,Roldanillo,36797,12937,10536,31658,33697,9047.0,0.006792775218369185,0.011789318251327119,0.814408286310582,"Roldanillo, Norte, Valle del Cauca, Pacífica, 761550, Colombia","(4.44409925, -76.16706166973475, 0.0)",4.44409925,-76.16706166973475,0.0
"San Pedro, Valle del Cauca",Valle del Cauca,San Pedro,16942,5469,4864,15450,15428,4019.0,0.007226889262720748,0.014787345955195264,0.8893764856463705,"San Pedro, Centro, Valle del Cauca, Pacífica, Colombia","(3.9803361500000003, -76.2143508910249, 0.0)",3.9803361500000003,-76.2143508910249,0.0
"Sevilla, Valle del Cauca",Valle del Cauca,Sevilla,42133,14914,13145,36827,41632,11348.0,0.0009205911218808094,0.011371861345626177,0.8813866166018506,"Sevilla, Nororiente, Valle del Cauca, Pacífica, 762538, Colombia","(4.1569974, -75.87379962587073, 0.0)",4.1569974,-75.87379962587073,0.0
"Toro, Valle del Cauca",Valle del Cauca,Toro,14612,5016,4167,12091,15395,4124.0,-0.004007308642286156,0.0007982250495370824,0.8307416267942583,"Toro, Norte, Valle del Cauca, Pacífica, 761520, Colombia","(4.64498985, -76.07419971799618, 0.0)",4.64498985,-76.07419971799618,0.0
"Trujillo, Valle del Cauca",Valle del Cauca,Trujillo,19226,6233,5457,16688,18142,4733.0,0.004474120465216336,0.011009388094837202,0.8755013637092892,"Trujillo, Centro, Valle del Cauca, Pacífica, Colombia","(4.2336249, -76.33654405213005, 0.0)",4.2336249,-76.33654405213005,0.0
"Tuluá, Valle del Cauca",Valle del Cauca,Tuluá,212685,70421,66328,187159,183236,48941.0,0.011530372629448227,0.02365991470543083,0.9418781329432981,"Tuluá, Centro, Valle del Cauca, Pacífica, 763021, Colombia","(4.0856667, -76.1972779, 0.0)",4.0856667,-76.1972779,0.0
"Ulloa, Valle del Cauca",Valle del Cauca,Ulloa,5465,1853,1638,4844,5166,1336.0,0.004337489560207963,0.015800131140673468,0.8839719373988127,"Ulloa, Norte, Valle del Cauca, Pacífica, Colombia","(4.70714405, -75.77049546942587, 0.0)",4.70714405,-75.77049546942587,0.0
"Versalles, Valle del Cauca",Valle del Cauca,Versalles,7263,3011,2238,6233,7987,2161.0,-0.0072827553750068885,0.002696824704365497,0.7432746595815344,"Versalles, Norte, Valle del Cauca, Pacífica, Colombia","(4.61728755, -76.23192565051167, 0.0)",4.61728755,-76.23192565051167,0.0
"Vijes, Valle del Cauca",Valle del Cauca,Vijes,12734,4780,3532,10766,9592,2790.0,0.022035123654741584,0.01830573965372051,0.7389121338912134,"Vijes, Sur, Valle del Cauca, Pacífica, 760550, Colombia","(3.75606075, -76.48853014597105, 0.0)",3.75606075,-76.48853014597105,0.0
"Yotoco, Valle del Cauca",Valle del Cauca,Yotoco,16019,5991,5194,15325,15155,4073.0,0.004274108613470329,0.018877843288453988,0.8669671173426807,"Yotoco, Centro, Valle del Cauca, Pacífica, Colombia","(3.89766105, -76.387873049896, 0.0)",3.89766105,-76.387873049896,0.0
"Yumbo, Valle del Cauca",Valle del Cauca,Yumbo,107334,37086,31677,95040,90642,24774.0,0.013087032733419823,0.019087272796530774,0.8541498139459635,"Yumbo, Sur, Valle del Cauca, Pacífica, 760501, Colombia","(3.5834664, -76.4952223, 0.0)",3.5834664,-76.4952223,0.0
"Zarzal, Valle del Cauca",Valle del Cauca,Zarzal,41925,15417,13283,39343,40041,10691.0,0.003543060201344206,0.01683887570626008,0.8615813712135953,"Zarzal, Norte, Valle del Cauca, Pacífica, 762520, Colombia","(4.3670688, -76.0567745638638, 0.0)",4.3670688,-76.0567745638638,0.0
"Arauca, Arauca",Arauca,Arauca,85585,26614,22772,75735,68222,15978.0,0.017594760455482028,0.027630126016307655,0.8556398887803411,"Arauca, Orinoquia, 80001, Colombia","(6.7940425, -70.49616220398214, 0.0)",6.7940425,-70.49616220398214,0.0
"Arauquita, Arauca",Arauca,Arauquita,49841,15736,13882,45268,15951,3756.0,0.09159477605292188,0.10578645501876371,0.8821809862735129,"Arauquita, Arauca, Orinoquia, Colombia","(6.791022099999999, -71.3001506098226, 0.0)",6.791022099999999,-71.3001506098226,0.0
"Cravo Norte, Arauca",Arauca,Cravo Norte,3925,1428,1171,3644,2970,717.0,0.021678121112046034,0.03845460948752266,0.8200280112044818,"Cravo Norte, Arauca, Orinoquia, Colombia","(6.3436027500000005, -70.15303137081669, 0.0)",6.3436027500000005,-70.15303137081669,0.0
"Fortul, Arauca",Arauca,Fortul,18938,6639,5405,17492,4393,1073.0,0.11895675056311017,0.13243967146476465,0.8141286338303961,"Fortul, Arauca, Orinoquia, Colombia","(6.69453285, -71.95996725791144, 0.0)",6.69453285,-71.95996725791144,0.0
"Puerto Rondón, Arauca",Arauca,Puerto Rondón,4399,1656,1298,4169,2656,642.0,0.03957502603274432,0.05564631426119315,0.783816425120773,"Puerto Rondón, Arauca, Orinoquia, Colombia","(6.43328945, -70.96711723459259, 0.0)",6.43328945,-70.96711723459259,0.0
"Saravena, Arauca",Arauca,Saravena,55554,20381,18273,52884,35279,8867.0,0.035545436389637475,0.057198153268439134,0.8965703351160395,"Saravena, Arauca, Orinoquia, 815010, Colombia","(6.9067931, -71.83629204271858, 0.0)",6.9067931,-71.83629204271858,0.0
"Tame, Arauca",Arauca,Tame,43932,15206,12460,40311,23557,5979.0,0.049107704368252625,0.05810790919657305,0.8194133894515323,"Tame, Arauca, Orinoquia, Colombia","(6.461559, -71.7244438, 0.0)",6.461559,-71.7244438,0.0
"Yopal, Casanare",Casanare,Yopal,168433,62720,53102,156942,103754,28102.0,0.03797366151157333,0.05016976721753341,0.8466517857142857,"Yopal, Casanare, Orinoquia, Colombia","(5.3356662, -72.3936931, 0.0)",5.3356662,-72.3936931,0.0
"Aguazul, Casanare",Casanare,Aguazul,36915,14233,12119,33440,27443,7434.0,0.02307031521937697,0.03830866687457002,0.8514719314269655,"Aguazul, Casanare, Orinoquia, Colombia","(5.1055584, -72.5528033629353, 0.0)",5.1055584,-72.5528033629353,0.0
"Chameza, Casanare",Casanare,Chameza,2500,905,734,2009,1697,379.0,0.03025074174411313,0.05215881036865988,0.8110497237569061,"Chámeza, Casanare, Orinoquia, Colombia","(5.2362161, -72.87076829310307, 0.0)",5.2362161,-72.87076829310307,0.0
"Hato Corozal, Casanare",Casanare,Hato Corozal,12328,4298,3263,11431,9618,2205.0,0.019278613088561602,0.030606696452798232,0.7591903210795719,"Hato Corozal, Casanare, Orinoquia, Colombia","(6.0567773, -71.61494007417981, 0.0)",6.0567773,-71.61494007417981,0.0
"La Salina, Casanare",Casanare,La Salina,1417,484,398,1227,1236,294.0,0.01056788063311842,0.023571379678026583,0.8223140495867769,"La Salina, Casanare, Orinoquia, Colombia","(6.1910892, -72.34726067308819, 0.0)",6.1910892,-72.34726067308819,0.0
"Maní, Casanare",Casanare,Maní,17211,5088,4499,13291,10493,2695.0,0.038798380722070425,0.04020703456506003,0.8842374213836478,"Maní, Casanare, Orinoquia, Colombia","(4.72308665, -72.22813701461214, 0.0)",4.72308665,-72.22813701461214,0.0
"Monterrey, Casanare",Casanare,Monterrey,17537,6875,5483,14828,11421,3064.0,0.03353934265963754,0.04578095764434198,0.7975272727272728,"Monterrey, Casanare, Orinoquia, 855010, Colombia","(4.8532946500000005, -72.86045529872479, 0.0)",4.8532946500000005,-72.86045529872479,0.0
"Nunchía, Casanare",Casanare,Nunchía,8826,2942,2651,8469,7909,1824.0,0.008474209102248276,0.02917954422973912,0.9010876954452753,"Nunchía, Casanare, Orinoquia, Colombia","(5.53110375, -72.08977742800302, 0.0)",5.53110375,-72.08977742800302,0.0
"Orocué, Casanare",Casanare,Orocué,12340,2752,2409,8142,7324,1730.0,0.04094603967719257,0.025795578612179515,0.8753633720930233,"Orocué, Casanare, Orinoquia, 853050, Colombia","(4.789484, -71.3406351, 0.0)",4.789484,-71.3406351,0.0
"Paz de Ariporo, Casanare",Casanare,Paz de Ariporo,36277,12292,10925,34446,25324,6122.0,0.028034335578073666,0.04555845167321859,0.8887894565571103,"Paz de Ariporo, Casanare, Orinoquia, Colombia","(5.7722203499999996, -70.98921402223081, 0.0)",5.7722203499999996,-70.98921402223081,0.0
"Pore, Casanare",Casanare,Pore,11967,3926,3739,10675,7490,1749.0,0.03670242241603283,0.060185776739939634,0.9523688232297504,"Pore, Casanare, Orinoquia, Colombia","(5.6833176000000005, -71.96462739847038, 0.0)",5.6833176000000005,-71.96462739847038,0.0
"Recetor, Casanare",Casanare,Recetor,1634,603,492,1247,1544,340.0,0.004367551985131168,0.02883348643118011,0.8159203980099502,"Recetor, Casanare, Orinoquia, Colombia","(5.2833577, -72.76406172487167, 0.0)",5.2833577,-72.76406172487167,0.0
"Sabanalarga, Casanare",Casanare,Sabanalarga,3625,1514,1160,3046,3232,884.0,0.008866239513616314,0.021121365793067115,0.7661822985468957,"Sabanalarga, Casanare, Orinoquia, Colombia","(4.8215496, -73.01942869216668, 0.0)",4.8215496,-73.01942869216668,0.0
"Sácama, Casanare",Casanare,Sácama,2090,690,612,1675,1638,416.0,0.018922031879234247,0.03014124590718681,0.8869565217391304,"Sácama, Casanare, Orinoquia, Colombia","(6.0503184, -72.2187003722888, 0.0)",6.0503184,-72.2187003722888,0.0
"San Luis de Palenque, Casanare",Casanare,San Luis de Palenque,8466,2622,2266,7537,6982,1602.0,0.01493525841578247,0.027033039252273294,0.8642257818459191,"San Luis de Palenque, Casanare, Orinoquia, 853039, Colombia","(5.28020645, -71.74392738781839, 0.0)",5.28020645,-71.74392738781839,0.0
"Támara, Casanare",Casanare,Támara,6873,3057,2065,6317,6480,1565.0,0.004539517284038341,0.02155552740771327,0.6754988550866863,"Támara, Casanare, Orinoquia, 472, Colombia","(5.86731215, -72.18643220880247, 0.0)",5.86731215,-72.18643220880247,0.0
"Tauramena, Casanare",Casanare,Tauramena,23527,7853,6838,21709,15896,3972.0,0.0306195144128536,0.04267192836411726,0.8707500318349676,"Tauramena, Casanare, Orinoquia, Colombia","(4.7447491, -72.63186620232213, 0.0)",4.7447491,-72.63186620232213,0.0
"Trinidad, Casanare",Casanare,Trinidad,13233,3905,3618,11734,11083,2430.0,0.013731991529094323,0.03109124469563529,0.926504481434059,"Trinidad, Casanare, Orinoquia, Colombia","(5.3569864, -71.12142742270326, 0.0)",5.3569864,-71.12142742270326,0.0
"Villanueva, Casanare",Casanare,Villanueva,35305,12024,11757,31727,20730,5821.0,0.0418074407420197,0.05556390771922293,0.9777944111776448,"Villanueva, Casanare, Orinoquia, Colombia","(4.50213895, -72.83048260892193, 0.0)",4.50213895,-72.83048260892193,0.0
"Mocoa, Putumayo",Putumayo,Mocoa,56398,18576,18556,48422,36185,9447.0,0.03472699355717257,0.05330249137488119,0.9989233419465977,"Mocoa, Putumayo, Amazonia, 860001, Colombia","(1.1466295, -76.6482327, 0.0)",1.1466295,-76.6482327,0.0
"Colón, Putumayo",Putumayo,Colón,5407,2029,2012,5204,4198,1066.0,0.019658908953965826,0.050076232144538935,0.9916214884179398,"Colón, Putumayo, Amazonia, Colombia","(1.2396491, -77.00704420357609, 0.0)",1.2396491,-77.00704420357609,0.0
"Orito, Putumayo",Putumayo,Orito,37745,14592,13568,33003,39519,9674.0,-0.003526731983732989,0.026362439065926058,0.9298245614035088,"Orito, Putumayo, Amazonia, Colombia","(0.6787067, -76.9138971113698, 0.0)",0.6787067,-76.9138971113698,0.0
"Puerto Asís, Putumayo",Putumayo,Puerto Asís,64867,23383,20532,57255,45745,12192.0,0.02723002804621988,0.04090722545188874,0.8780738143095411,"Puerto Asís, Putumayo, Amazonia, Colombia","(0.43836555, -76.22957276323413, 0.0)",0.43836555,-76.22957276323413,0.0
"Puerto Caicedo, Putumayo",Putumayo,Puerto Caicedo,16095,4336,5239,11122,10581,2841.0,0.03279145462232469,0.048200583890857907,1.2082564575645756,"Puerto Caicedo, Putumayo, Amazonia, 862080, Colombia","(0.7354052, -76.48222572264106, 0.0)",0.7354052,-76.48222572264106,0.0
"Puerto Guzmán, Putumayo",Putumayo,Puerto Guzmán,35390,6275,5959,17495,5114,1244.0,0.16044511053793986,0.12806687480819479,0.9496414342629482,"Puerto Guzmán, Putumayo, Amazonia, Colombia","(0.7563576000000001, -75.88118251428247, 0.0)",0.7563576000000001,-75.88118251428247,0.0
"Leguízamo, Putumayo",Putumayo,Leguízamo,28468,6274,6665,20045,9938,2435.0,0.08432208898479909,0.08053428867837464,1.062320688555945,"Putumayo, Puerto Leguízamo, Putumayo, Amazonia, Colombia","(-0.1082928, -75.25617506069652, 0.0)",-0.1082928,-75.25617506069652,0.0
"Sibundoy, Putumayo",Putumayo,Sibundoy,14940,5197,5299,14104,11529,2992.0,0.02013672247747933,0.04494827803882706,1.01962670771599,"Sibundoy, Putumayo, Amazonia, 861020, Colombia","(1.22919055, -76.91141989719321, 0.0)",1.22919055,-76.91141989719321,0.0
"San Francisco, Putumayo",Putumayo,San Francisco,5645,2141,2085,5572,5270,1316.0,0.0053016840697837075,0.03603180986922894,0.9738439981317142,"San Francisco, Putumayo, Amazonia, Colombia","(1.1478382, -76.86940027126116, 0.0)",1.1478382,-76.86940027126116,0.0
"San Miguel, Putumayo",Putumayo,San Miguel,18780,5668,5264,14054,15245,4104.0,0.016170964534755417,0.019332897470465182,0.9287226534932957,"La Dorada, San Miguel (La Dorada), Putumayo, Amazonia, Colombia","(0.3439276, -76.9110382, 0.0)",0.3439276,-76.9110382,0.0
"Santiago, Putumayo",Putumayo,Santiago,7290,2748,2586,6836,5830,1559.0,0.01733989310845674,0.03969591800591665,0.9410480349344978,"Santiago, Putumayo, Amazonia, Colombia","(1.0908871, -77.01789592571401, 0.0)",1.0908871,-77.01789592571401,0.0
"Valle del Guamuez, Putumayo",Putumayo,Valle del Guamuez,33457,11600,11643,27455,32958,8902.0,0.0011565920800962193,0.020863050760198343,1.0037068965517242,"Valle del Guamuez (La Hormiga), Putumayo, Amazonia, Colombia","(0.44932225000000003, -76.87845278479098, 0.0)",0.44932225000000003,-76.87845278479098,0.0
"Villagarzón, Putumayo",Putumayo,Villagarzón,23700,8034,7645,22630,15085,4011.0,0.035362761649788244,0.05086774869973176,0.9515807816778691,"Villagarzón, Putumayo, Amazonia, Colombia","(0.9227343, -76.78006694582126, 0.0)",0.9227343,-76.78006694582126,0.0
"San Andrés, Archipiélago de San Andrés",Archipiélago de San Andrés,San Andrés,55291,16405,14672,43754,55426,14873.0,-0.00018757095250132583,-0.0010461119119801188,0.8943614751600122,"San Andrés, San Luis, Archipiélago de San Andrés, Providencia y Santa Catalina, Colombia","(12.537597850000001, -81.72041550499901, 0.0)",12.537597850000001,-81.72041550499901,0.0
"Providencia, Archipiélago de San Andrés",Archipiélago de San Andrés,Providencia,5989,2005,1682,4545,4147,1277.0,0.028675705004610474,0.0214161010437508,0.8389027431421446,"San Andrés, San Luis, Archipiélago de San Andrés, Providencia y Santa Catalina, Colombia","(12.537597850000001, -81.72041550499901, 0.0)",12.537597850000001,-81.72041550499901,0.0
"Leticia, Amazonas",Amazonas,Leticia,48144,11611,11294,42844,32450,7352.0,0.030810980408776167,0.03357432916105951,0.9726983033330463,"Leticia, Amazonas, Amazonia, 910001, Colombia","(-3.5852672, -70.08907928786942, 0.0)",-3.5852672,-70.08907928786942,0.0
"Puerto Nariño, Amazonas",Amazonas,Puerto Nariño,9744,1578,1796,7896,6816,1246.0,0.027872041734506414,0.028524127158256585,1.138149556400507,"Puerto Nariño, Amazonas, Amazonia, Colombia","(-3.57536685, -70.46672619620746, 0.0)",-3.57536685,-70.46672619620746,0.0
